Game:   1, Fuel (liter):  737.0, Record_fuel (liter): 737.0, Cost (pay): 22677, Record_cost (pay): 22677, Time (s):    7522, Record_time (s):    7522, Distance (km):   409.86, Record_distance (km):   409.86, Loaders_waiting (s): 14282, Record_loaders_waiting (s): 14282, Dumpers_waiting (s):  2388, Record_dumpers_waiting (s):  2388, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 308, Fuel (liter):  628.6, Record_fuel (liter): 619.2, Cost (pay): 19068, Record_cost (pay): 18878, Time (s):    7082, Record_time (s):    5957, Distance (km):   366.05, Record_distance (km):   342.53, Loaders_waiting (s):  3455, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1841, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 309, Fuel (liter):  629.0, Record_fuel (liter): 619.2, Cost (pay): 19173, Record_cost (pay): 18878, Time (s):    8793, Record_time (s):    5957, Distance (km):   361.90, Record_distance (km):   342.53, Loaders_waiting (s):  5857, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1670, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 310, Fuel (liter):  655.3, Record_fuel (liter): 619.2, Cost (pay): 20105, Record_cost (pay): 18878, Time (s):   13938, Record_time (s):    5957, Distance (km):   368.94, Record_distance (km):   342.53, Loaders_waiting (s): 10589, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1211, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 311, Fuel (liter):  629.5, Record_fuel (liter): 619.2, Cost (pay): 19116, Record_cost (pay): 18878, Time (s):    7341, Record_time (s):    5957, Distance (km):   366.05, Record_distance (km):   342.53, Loaders_waiting (s):  3644, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2103, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 312, Fuel (liter):  643.5, Record_fuel (liter): 619.2, Cost (pay): 20020, Record_cost (pay): 18878, Time (s):   12603, Record_time (s):    5957, Distance (km):   351.87, Record_distance (km):   342.53, Loaders_waiting (s): 15761, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1771, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 313, Fuel (liter):  613.4, Record_fuel (liter): 613.4, Cost (pay): 18771, Record_cost (pay): 18771, Time (s):    6916, Record_time (s):    5957, Distance (km):   351.90, Record_distance (km):   342.53, Loaders_waiting (s):  6016, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2352, Record_dumpers_waiting (s):   858, Dumpers required: 19, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 314, Fuel (liter):  689.2, Record_fuel (liter): 613.4, Cost (pay): 21984, Record_cost (pay): 18771, Time (s):   18132, Record_time (s):    5957, Distance (km):   350.02, Record_distance (km):   342.53, Loaders_waiting (s): 31308, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1521, Record_dumpers_waiting (s):   858, Dumpers required: 13, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 315, Fuel (liter):  656.4, Record_fuel (liter): 613.4, Cost (pay): 20022, Record_cost (pay): 18771, Time (s):    6200, Record_time (s):    5957, Distance (km):   383.05, Record_distance (km):   342.53, Loaders_waiting (s):  1905, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  5749, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 316, Fuel (liter):  633.7, Record_fuel (liter): 613.4, Cost (pay): 19229, Record_cost (pay): 18771, Time (s):    6010, Record_time (s):    5957, Distance (km):   370.43, Record_distance (km):   342.53, Loaders_waiting (s):  2388, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2903, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 317, Fuel (liter):  625.8, Record_fuel (liter): 613.4, Cost (pay): 19227, Record_cost (pay): 18771, Time (s):    9131, Record_time (s):    5957, Distance (km):   353.47, Record_distance (km):   342.53, Loaders_waiting (s):  9334, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1627, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 318, Fuel (liter):  622.7, Record_fuel (liter): 613.4, Cost (pay): 19189, Record_cost (pay): 18771, Time (s):    8051, Record_time (s):    5957, Distance (km):   350.77, Record_distance (km):   342.53, Loaders_waiting (s):  9576, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2319, Record_dumpers_waiting (s):   858, Dumpers required: 16, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 319, Fuel (liter):  641.3, Record_fuel (liter): 613.4, Cost (pay): 19955, Record_cost (pay): 18771, Time (s):   11473, Record_time (s):    5957, Distance (km):   349.57, Record_distance (km):   342.53, Loaders_waiting (s): 16498, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1171, Record_dumpers_waiting (s):   858, Dumpers required: 13, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 320, Fuel (liter):  647.4, Record_fuel (liter): 613.4, Cost (pay): 19740, Record_cost (pay): 18771, Time (s):    7936, Record_time (s):    5957, Distance (km):   374.26, Record_distance (km):   342.53, Loaders_waiting (s):  4501, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  3411, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 321, Fuel (liter):  634.9, Record_fuel (liter): 613.4, Cost (pay): 19739, Record_cost (pay): 18771, Time (s):   11355, Record_time (s):    5957, Distance (km):   348.74, Record_distance (km):   342.53, Loaders_waiting (s): 14593, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2075, Record_dumpers_waiting (s):   858, Dumpers required: 17, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 322, Fuel (liter):  640.9, Record_fuel (liter): 613.4, Cost (pay): 19988, Record_cost (pay): 18771, Time (s):   11936, Record_time (s):    5957, Distance (km):   349.92, Record_distance (km):   342.53, Loaders_waiting (s): 15740, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2516, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 323, Fuel (liter):  636.4, Record_fuel (liter): 613.4, Cost (pay): 19368, Record_cost (pay): 18771, Time (s):    6849, Record_time (s):    5957, Distance (km):   369.64, Record_distance (km):   342.53, Loaders_waiting (s):  3576, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  3115, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 324, Fuel (liter):  641.0, Record_fuel (liter): 613.4, Cost (pay): 19607, Record_cost (pay): 18771, Time (s):    8781, Record_time (s):    5957, Distance (km):   368.40, Record_distance (km):   342.53, Loaders_waiting (s):  5597, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  3442, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 325, Fuel (liter):  631.4, Record_fuel (liter): 613.4, Cost (pay): 19560, Record_cost (pay): 18771, Time (s):   10677, Record_time (s):    5957, Distance (km):   349.15, Record_distance (km):   342.53, Loaders_waiting (s): 13487, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1479, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 326, Fuel (liter):  773.1, Record_fuel (liter): 613.4, Cost (pay): 23816, Record_cost (pay): 18771, Time (s):    8702, Record_time (s):    5957, Distance (km):   432.10, Record_distance (km):   342.53, Loaders_waiting (s): 12903, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  5258, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 327, Fuel (liter):  727.8, Record_fuel (liter): 613.4, Cost (pay): 22228, Record_cost (pay): 18771, Time (s):    7718, Record_time (s):    5957, Distance (km):   415.07, Record_distance (km):   342.53, Loaders_waiting (s):  8121, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  3796, Record_dumpers_waiting (s):   858, Dumpers required: 23, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 328, Fuel (liter):  713.9, Record_fuel (liter): 613.4, Cost (pay): 22174, Record_cost (pay): 18771, Time (s):   16608, Record_time (s):    5957, Distance (km):   388.76, Record_distance (km):   342.53, Loaders_waiting (s): 18264, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  2215, Record_dumpers_waiting (s):   858, Dumpers required: 18, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 329, Fuel (liter):  691.1, Record_fuel (liter): 613.4, Cost (pay): 21505, Record_cost (pay): 18771, Time (s):    6751, Record_time (s):    5957, Distance (km):   392.94, Record_distance (km):   342.53, Loaders_waiting (s):  5694, Record_loaders_waiting (s):  1903, Dumpers_waiting (s): 11498, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 330, Fuel (liter):  662.6, Record_fuel (liter): 613.4, Cost (pay): 20671, Record_cost (pay): 18771, Time (s):   10969, Record_time (s):    5957, Distance (km):   358.96, Record_distance (km):   342.53, Loaders_waiting (s): 17974, Record_loaders_waiting (s):  1903, Dumpers_waiting (s):  1917, Record_dumpers_waiting (s):   858, Dumpers required: 15, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 331, Fuel (liter):  642.0, Record_fuel (liter): 613.4, Cost (pay): 19491, Record_cost (pay): 18771, Time (s):    6018, Record_time (s):    5957, Distance (km):   375.89, Record_distance (km):   342.53, Loaders_waiting (s):  1836, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3731, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 332, Fuel (liter):  644.2, Record_fuel (liter): 613.4, Cost (pay): 20226, Record_cost (pay): 18771, Time (s):    6340, Record_time (s):    5957, Distance (km):   367.48, Record_distance (km):   342.53, Loaders_waiting (s):  3460, Record_loaders_waiting (s):  1836, Dumpers_waiting (s): 14368, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 333, Fuel (liter):  636.4, Record_fuel (liter): 613.4, Cost (pay): 19413, Record_cost (pay): 18771, Time (s):    7434, Record_time (s):    5957, Distance (km):   367.61, Record_distance (km):   342.53, Loaders_waiting (s):  4718, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3005, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 334, Fuel (liter):  636.9, Record_fuel (liter): 613.4, Cost (pay): 19423, Record_cost (pay): 18771, Time (s):    7847, Record_time (s):    5957, Distance (km):   367.61, Record_distance (km):   342.53, Loaders_waiting (s):  4925, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2804, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 335, Fuel (liter):  633.9, Record_fuel (liter): 613.4, Cost (pay): 19374, Record_cost (pay): 18771, Time (s):    7936, Record_time (s):    5957, Distance (km):   365.90, Record_distance (km):   342.53, Loaders_waiting (s):  4578, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3717, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 336, Fuel (liter):  636.4, Record_fuel (liter): 613.4, Cost (pay): 19476, Record_cost (pay): 18771, Time (s):    8271, Record_time (s):    5957, Distance (km):   366.37, Record_distance (km):   342.53, Loaders_waiting (s):  5057, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3890, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 337, Fuel (liter):  635.4, Record_fuel (liter): 613.4, Cost (pay): 19455, Record_cost (pay): 18771, Time (s):    7936, Record_time (s):    5957, Distance (km):   366.37, Record_distance (km):   342.53, Loaders_waiting (s):  4578, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4394, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 338, Fuel (liter):  635.6, Record_fuel (liter): 613.4, Cost (pay): 19448, Record_cost (pay): 18771, Time (s):    7804, Record_time (s):    5957, Distance (km):   366.92, Record_distance (km):   342.53, Loaders_waiting (s):  4357, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4348, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 339, Fuel (liter):  633.8, Record_fuel (liter): 613.4, Cost (pay): 19393, Record_cost (pay): 18771, Time (s):    7613, Record_time (s):    5957, Distance (km):   366.05, Record_distance (km):   342.53, Loaders_waiting (s):  4255, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4353, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 340, Fuel (liter):  634.2, Record_fuel (liter): 613.4, Cost (pay): 19422, Record_cost (pay): 18771, Time (s):    7668, Record_time (s):    5957, Distance (km):   366.05, Record_distance (km):   342.53, Loaders_waiting (s):  4310, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4607, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 341, Fuel (liter):  633.2, Record_fuel (liter): 613.4, Cost (pay): 19373, Record_cost (pay): 18771, Time (s):    7936, Record_time (s):    5957, Distance (km):   365.26, Record_distance (km):   342.53, Loaders_waiting (s):  4590, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4051, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 342, Fuel (liter):  636.6, Record_fuel (liter): 613.4, Cost (pay): 19498, Record_cost (pay): 18771, Time (s):    8692, Record_time (s):    5957, Distance (km):   366.05, Record_distance (km):   342.53, Loaders_waiting (s):  5245, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4043, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 343, Fuel (liter):  635.9, Record_fuel (liter): 613.4, Cost (pay): 19471, Record_cost (pay): 18771, Time (s):    8446, Record_time (s):    5957, Distance (km):   366.05, Record_distance (km):   342.53, Loaders_waiting (s):  4998, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  4105, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 344, Fuel (liter):  631.8, Record_fuel (liter): 613.4, Cost (pay): 19257, Record_cost (pay): 18771, Time (s):    6727, Record_time (s):    5957, Distance (km):   366.92, Record_distance (km):   342.53, Loaders_waiting (s):  3432, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3566, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 345, Fuel (liter):  630.8, Record_fuel (liter): 613.4, Cost (pay): 19192, Record_cost (pay): 18771, Time (s):    7757, Record_time (s):    5957, Distance (km):   365.25, Record_distance (km):   342.53, Loaders_waiting (s):  4497, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2115, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 346, Fuel (liter):  636.7, Record_fuel (liter): 613.4, Cost (pay): 19472, Record_cost (pay): 18771, Time (s):    8446, Record_time (s):    5957, Distance (km):   366.59, Record_distance (km):   342.53, Loaders_waiting (s):  5151, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3584, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 347, Fuel (liter):  633.4, Record_fuel (liter): 613.4, Cost (pay): 19300, Record_cost (pay): 18771, Time (s):    8560, Record_time (s):    5957, Distance (km):   365.25, Record_distance (km):   342.53, Loaders_waiting (s):  5302, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2118, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 348, Fuel (liter):  634.8, Record_fuel (liter): 613.4, Cost (pay): 19377, Record_cost (pay): 18771, Time (s):    7936, Record_time (s):    5957, Distance (km):   366.59, Record_distance (km):   342.53, Loaders_waiting (s):  4641, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  3277, Record_dumpers_waiting (s):   858, Dumpers required: 25, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 349, Fuel (liter):  623.7, Record_fuel (liter): 613.4, Cost (pay): 18994, Record_cost (pay): 18771, Time (s):    7304, Record_time (s):    5957, Distance (km):   361.24, Record_distance (km):   342.53, Loaders_waiting (s):  4285, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2388, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 350, Fuel (liter):  634.7, Record_fuel (liter): 613.4, Cost (pay): 19409, Record_cost (pay): 18771, Time (s):    9163, Record_time (s):    5957, Distance (km):   364.15, Record_distance (km):   342.53, Loaders_waiting (s):  6059, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2824, Record_dumpers_waiting (s):   858, Dumpers required: 24, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 351, Fuel (liter):  724.7, Record_fuel (liter): 613.4, Cost (pay): 22170, Record_cost (pay): 18771, Time (s):    7608, Record_time (s):    5957, Distance (km):   408.75, Record_distance (km):   342.53, Loaders_waiting (s): 11023, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2177, Record_dumpers_waiting (s):   858, Dumpers required: 20, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
Game: 352, Fuel (liter):  772.5, Record_fuel (liter): 613.4, Cost (pay): 24610, Record_cost (pay): 18771, Time (s):   13643, Record_time (s):    5957, Distance (km):   390.58, Record_distance (km):   342.53, Loaders_waiting (s): 35884, Record_loaders_waiting (s):  1836, Dumpers_waiting (s):  2163, Record_dumpers_waiting (s):   858, Dumpers required: 15, MassL (ton): 2400/2400, Record_mass (ton):  2400, 
